Regiao,UF,Qtd Postos Pesquisados,Data Inicial,Data Final,Valor Minimo,Valor Maximo,Valor Medio
NORTE,AC,1030,2019-07-01,2019-12-30,4.55,5.45,4.867050485436893
NORTE,AM,1991,2019-07-01,2019-12-30,3.759,5.35,4.4402516323455545
NORTE,AP,732,2019-07-01,2019-12-30,3.57,4.83,3.919535519125683
NORTE,PA,3001,2019-07-01,2019-12-31,3.92,5.5,4.687808397200933
NORTE,RO,1905,2019-07-01,2019-12-30,3.87,5.06,4.5332713910761155
NORTE,RR,351,2019-07-02,2019-12-31,3.81,4.39,4.141615384615385
NORTE,TO,1206,2019-07-01,2019-12-31,4.11,5.69,4.631730514096186
SUDESTE,ES,3028,2019-07-01,2019-12-31,4.06,4.999,4.510161822985469
SUDESTE,MG,15600,2019-07-01,2019-12-31,4.149,5.279,4.711782948717949
SUDESTE,RJ,11127,2019-07-01,2019-12-31,4.39,5.859,4.87255091219556
SUDESTE,SP,43760,2019-07-01,2019-12-31,3.559,5.799,4.183653999085923
SUL,PR,9764,2019-07-01,2019-12-30,3.739,4.97,4.221734330192544
SUL,RS,9433,2019-07-01,2019-12-30,3.799,5.409,4.533821583801547
SUL,SC,6595,2019-07-01,2019-12-31,3.599,4.999,4.072053373768006
CENTRO-OESTE,DF,1222,2020-01-03,2020-06-24,3.279,4.977,4.07672504091653
CENTRO-OESTE,GO,5983,2020-01-01,2020-06-30,3.399,5.25,4.346453284305532
CENTRO-OESTE,MS,2241,2020-01-03,2020-06-29,3.739,4.999,4.300915662650603
CENTRO-OESTE,MT,4144,2020-01-01,2020-06-30,3.489,5.2,4.327342905405406
NORDESTE,AL,1464,2020-01-02,2020-06-30,3.499,5.21,4.4092800546448085
NORDESTE,BA,8690,2020-01-02,2020-06-30,3.36,5.46,4.391983544303797
NORDESTE,CE,5691,2020-01-02,2020-06-30,3.35,5.2,4.373730978738359
NORDESTE,MA,3005,2020-01-02,2020-06-30,3.349,4.99,4.204434608985025
NORDESTE,PB,1595,2020-01-02,2020-06-30,3.354,4.799,3.9863228840125395
NORDESTE,PE,4970,2020-01-03,2020-06-30,3.35,5.096,4.20471106639839
NORDESTE,PI,1766,2020-01-02,2020-06-29,3.589,4.98,4.398482446206116
NORDESTE,RN,1611,2020-01-06,2020-06-30,3.159,4.899,4.32335009310987
NORDESTE,SE,1097,2020-01-03,2020-06-29,3.59,4.899,4.325986326344576
NORTE,AC,1022,2020-01-02,2020-06-30,3.99,5.54,4.750260273972603
NORTE,AM,1941,2020-01-03,2020-06-30,3.65,5.45,4.525138073158166
NORTE,AP,752,2020-01-03,2020-06-29,2.87,4.49,3.4943404255319153
NORTE,PA,2839,2020-01-02,2020-06-30,3.46,5.55,4.497977104614301
NORTE,RO,1896,2020-01-03,2020-06-30,3.799,5.06,4.370438291139241
NORTE,RR,337,2020-01-07,2020-06-30,3.55,4.39,3.9437299703264097
NORTE,TO,1189,2020-01-02,2020-06-29,3.48,5.69,4.460148023549201
SUDESTE,ES,3004,2020-01-02,2020-06-30,3.44,4.999,4.241181424766977
SUDESTE,MG,14992,2020-01-02,2020-06-30,3.565,5.288,4.491877134471718
SUDESTE,RJ,10776,2020-01-02,2020-06-30,3.859,5.889,4.77207637342242
SUDESTE,SP,42549,2020-01-01,2020-06-30,2.918,5.899,4.078804413734753
SUL,PR,9590,2020-01-01,2020-06-30,3.099,4.999,4.043893639207508
SUL,RS,9560,2020-01-01,2020-06-30,3.27,5.479,4.366574581589958
SUL,SC,6545,2020-01-01,2020-06-30,3.349,4.799,4.121219251336899
CENTRO-OESTE,DF,867,2020-07-01,2020-12-29,3.679,4.889,4.3511856978085355
CENTRO-OESTE,GO,2234,2020-07-01,2020-12-29,3.699,4.999,4.40426678603402
CENTRO-OESTE,MS,1025,2020-07-06,2020-12-29,3.955,4.899,4.42084487804878
CENTRO-OESTE,MT,1916,2020-07-01,2020-12-29,3.499,4.8,4.332890396659708
NORDESTE,AL,754,2020-07-01,2020-12-29,3.789,5.21,4.5109496021220155
NORDESTE,BA,3429,2020-07-01,2020-12-29,3.87,4.909,4.420203266258384
NORDESTE,CE,2886,2020-07-01,2020-12-31,3.51,4.999,4.452792446292446
NORDESTE,MA,1447,2020-07-01,2020-12-30,3.599,4.89,4.192248790601244
NORDESTE,PB,778,2020-07-01,2020-12-29,3.699,4.729,4.1751516709511565
NORDESTE,PE,1873,2020-07-01,2020-12-29,3.499,5.107,4.358764548852109
NORDESTE,PI,862,2020-07-01,2020-12-29,3.921,4.899,4.420604408352668
NORDESTE,RN,793,2020-07-01,2020-12-30,3.87,4.899,4.600189155107188
NORDESTE,SE,513,2020-07-01,2020-12-28,3.699,4.899,4.384095516569201
NORTE,AC,519,2020-07-06,2020-12-29,4.59,5.559,4.9634470134874755
NORTE,AM,1081,2020-07-01,2020-12-28,3.59,5.2,4.2263552266419975
NORTE,AP,452,2020-07-06,2020-12-29,3.26,4.099,3.5939734513274337
NORTE,PA,973,2020-07-01,2020-12-28,3.76,5.44,4.402128468653649
NORTE,RO,819,2020-07-01,2020-12-29,3.759,4.8,4.37964590964591
NORTE,RR,233,2020-07-01,2020-12-29,3.64,4.39,4.054935622317596
NORTE,TO,455,2020-07-01,2020-12-29,3.6,5.69,4.531367032967033
SUDESTE,ES,1349,2020-07-01,2020-12-30,3.77,4.899,4.200925871015567
SUDESTE,MG,5247,2020-07-01,2020-12-30,3.66,4.999,4.393510386887745
SUDESTE,RJ,4819,2020-07-01,2020-12-30,4.079,5.549,4.740567960157708
SUDESTE,SP,17952,2020-07-01,2020-12-31,3.259,4.999,4.050566343582888
SUL,PR,3875,2020-07-01,2020-12-30,3.35,4.67,4.067551225806452
SUL,RS,3669,2020-07-01,2020-12-31,3.407,5.499,4.333629326792042
SUL,SC,2752,2020-07-01,2020-12-29,3.456,4.74,4.199346293604651
CENTRO-OESTE,DF,1178,2021-01-03,2021-06-30,4.339,6.299,5.442646010186757
CENTRO-OESTE,GO,2178,2021-01-04,2021-06-30,4.549,6.51,5.660653351698806
CENTRO-OESTE,MS,1218,2021-01-04,2021-06-30,4.499,6.199,5.422315270935961
CENTRO-OESTE,MT,2796,2021-01-04,2021-06-30,4.299,6.19,5.371930972818312
NORDESTE,AL,964,2021-01-04,2021-06-30,4.45,6.399,5.487395228215767
NORDESTE,BA,3739,2021-01-03,2021-06-30,4.19,6.499,5.505573682802889
NORDESTE,CE,3882,2021-01-03,2021-06-30,3.99,6.12,5.400450798557444
NORDESTE,MA,1502,2021-01-07,2021-06-30,4.38,6.23,5.129764314247669
NORDESTE,PB,959,2021-01-03,2021-06-30,4.379,5.699,5.156120959332639
NORDESTE,PE,2585,2021-01-03,2021-06-30,4.379,6.2,5.304947775628627
NORDESTE,PI,1061,2021-01-04,2021-06-30,4.08,6.199,5.5749217719132895
NORDESTE,RN,859,2021-01-04,2021-06-30,4.199,6.299,5.604648428405122
NORDESTE,SE,763,2021-01-03,2021-06-30,4.54,5.999,5.366111402359109
NORTE,AC,829,2021-01-04,2021-06-30,4.919,6.89,6.074776839565741
NORTE,AM,1384,2021-01-03,2021-06-28,4.35,5.99,5.166393063583816
NORTE,AP,599,2021-01-05,2021-06-27,3.82,5.7,4.60919532554257
NORTE,PA,1146,2021-01-03,2021-06-30,4.4,6.4,5.543767015706806
NORTE,RO,886,2021-01-03,2021-06-30,4.629,6.19,5.479874717832957
NORTE,RR,318,2021-01-04,2021-06-30,4.27,5.53,5.08172641509434
NORTE,TO,471,2021-01-05,2021-06-29,4.869,6.18,5.68436093418259
SUDESTE,ES,1775,2021-01-04,2021-06-30,4.349,6.19,5.446682253521127
SUDESTE,MG,6068,2021-01-03,2021-06-30,3.69,6.997,5.658685563612393
SUDESTE,RJ,5747,2021-01-04,2021-06-30,4.25,6.799,5.886587088915956
SUDESTE,SP,28631,2021-01-01,2021-06-30,3.099,6.299,5.119747092312528
SUL,PR,5201,2021-01-04,2021-06-30,4.04,6.29,5.151673524322246
SUL,RS,5002,2021-01-01,2021-06-30,3.999,6.839,5.531554178328668
SUL,SC,3519,2021-01-05,2021-06-30,4.259,6.139,5.154912759306621
CENTRO-OESTE,DF,1005,2021-07-07,2021-12-30,5.149,7.499,6.582281592039801
CENTRO-OESTE,GO,3888,2021-07-01,2021-12-30,5.419,7.52,6.64173945473251
CENTRO-OESTE,MS,1576,2021-07-01,2021-12-30,5.499,6.999,6.248752538071066
CENTRO-OESTE,MT,3841,2021-07-01,2021-12-30,5.399,7.399,6.322551939599062
NORDESTE,AL,1110,2021-07-05,2021-12-29,5.599,7.299,6.366357657657658
NORDESTE,BA,5136,2021-07-04,2021-12-31,4.99,7.399,6.400521028037383
NORDESTE,CE,5135,2021-07-01,2021-12-30,5.37,7.49,6.362750730282375
NORDESTE,MA,1277,2021-07-01,2021-12-29,5.369,6.799,6.15055520751762
NORDESTE,PB,1436,2021-07-01,2021-12-29,5.379,6.899,6.117629526462395
NORDESTE,PE,4233,2021-07-01,2021-12-30,5.15,7.439,6.2716884006614695
NORDESTE,PI,1377,2021-07-05,2021-12-29,5.085,7.49,6.703195352214959
NORDESTE,RN,1235,2021-07-01,2021-12-29,5.92,7.299,6.6222234817813765
NORDESTE,SE,812,2021-07-04,2021-12-29,5.549,6.999,6.3571674876847295
NORTE,AC,993,2021-07-05,2021-12-28,6.09,7.6,6.762124874118832
NORTE,AM,1413,2021-07-05,2021-12-29,5.57,7.35,6.30169355980184
NORTE,AP,602,2021-07-04,2021-12-27,4.87,6.49,5.470867109634551
NORTE,PA,2118,2021-07-01,2021-12-29,5.33,7.54,6.446683663833805
NORTE,RO,1265,2021-07-01,2021-12-29,5.26,7.14,6.303126482213439
NORTE,RR,332,2021-07-06,2021-12-29,5.34,6.52,5.9448343373493975
NORTE,TO,784,2021-07-04,2021-12-30,5.45,7.499,6.477302295918367
SUDESTE,ES,1898,2021-07-04,2021-12-31,5.679,7.09,6.4010358271865115
SUDESTE,MG,11109,2021-07-01,2021-12-31,5.599,7.899,6.585065982536682
SUDESTE,RJ,7891,2021-07-01,2021-12-31,5.749,7.999,6.837855024711697
SUDESTE,SP,38184,2021-07-01,2021-12-31,4.549,7.499,5.954775534255186
SUL,PR,7182,2021-07-01,2021-12-30,4.69,7.5,6.07160164299638
SUL,RS,8088,2021-07-01,2021-12-30,5.198,7.999,6.55365640454995
SUL,SC,5246,2021-07-01,2021-12-30,5.119,6.999,6.069642012962257
CENTRO-OESTE,DF,1214,2022-01-04,2022-06-29,6.17,8.09,7.2219604612850095
CENTRO-OESTE,GO,5101,2022-01-03,2022-06-30,5.79,8.09,7.288086649676534
CENTRO-OESTE,MS,1921,2022-01-03,2022-06-30,5.99,7.99,7.003534617386778
CENTRO-OESTE,MT,3658,2022-01-03,2022-06-30,5.95,8.11,6.791796063422635
NORDESTE,AL,1377,2022-01-03,2022-06-30,6.13,8.59,7.093333333333334
NORDESTE,BA,6822,2022-01-03,2022-06-30,5.59,8.94,7.433811199061859
NORDESTE,CE,4979,2022-01-03,2022-06-30,6.09,8.52,7.231936131753364
NORDESTE,MA,2464,2022-01-04,2022-06-30,6.19,8.69,7.064512987012987
NORDESTE,PB,1577,2022-01-03,2022-06-30,6.27,7.88,6.901242866201649
NORDESTE,PE,4461,2022-01-03,2022-06-30,6.0,8.3,7.007469177314503
NORDESTE,PI,1666,2022-01-03,2022-06-30,5.92,8.39,7.610396158463385
NORDESTE,RN,1502,2022-01-03,2022-06-28,6.6,8.09,7.385852197070572
NORDESTE,SE,1094,2022-01-03,2022-06-29,6.29,7.99,7.038848263254113
NORTE,AC,997,2022-01-03,2022-06-30,6.63,8.16,7.412036108324975
NORTE,AM,1641,2022-01-03,2022-06-29,6.45,8.15,7.220469226081658
NORTE,AP,660,2022-01-04,2022-06-29,5.19,7.1,6.224166666666666
NORTE,PA,3092,2022-01-03,2022-06-30,5.8,8.47,7.269841526520051
NORTE,RO,1456,2022-01-04,2022-06-30,6.19,8.15,7.205418956043956
NORTE,RR,329,2022-01-04,2022-06-29,6.33,7.38,6.838966565349544
NORTE,TO,911,2022-01-03,2022-06-30,6.25,7.99,7.263293084522503
SUDESTE,ES,2704,2022-01-03,2022-06-30,5.89,7.99,7.1757544378698235
SUDESTE,MG,13182,2022-01-03,2022-06-30,5.82,8.49,7.348636777423759
SUDESTE,RJ,8459,2022-01-03,2022-06-30,6.39,8.99,7.616037356661543
SUDESTE,SP,38676,2022-01-03,2022-06-30,5.48,8.89,6.678036249870721
SUL,PR,8193,2022-01-03,2022-06-30,5.79,8.28,6.93469425119004
SUL,RS,8867,2022-01-03,2022-06-30,5.56,8.19,6.769873688959062
SUL,SC,5484,2022-01-03,2022-06-30,5.89,7.89,6.87926148796499
CENTRO-OESTE,DF,1188,2022-07-06,2022-12-29,4.09,6.68,5.244217171717172
CENTRO-OESTE,GO,3540,2022-07-01,2022-12-29,4.17,7.39,5.254338983050848
CENTRO-OESTE,MS,1392,2022-07-04,2022-12-29,4.29,7.27,5.223992816091954
CENTRO-OESTE,MT,2316,2022-07-05,2022-12-28,4.39,7.03,5.388618307426598
NORDESTE,AL,983,2022-07-04,2022-12-26,4.49,8.21,5.5362156663275695
NORDESTE,BA,4275,2022-07-04,2022-12-29,4.75,8.22,5.817738011695907
NORDESTE,CE,3395,2022-07-04,2022-12-29,4.1,8.52,5.5419734904270985
NORDESTE,MA,2029,2022-07-04,2022-12-29,4.31,7.98,5.442682109413504
NORDESTE,PB,1218,2022-07-04,2022-12-28,4.61,7.49,5.26299671592775
NORDESTE,PE,2794,2022-07-04,2022-12-29,4.09,7.97,5.544279885468862
NORDESTE,PI,1295,2022-07-01,2022-12-28,4.73,7.91,5.5745366795366795
NORDESTE,RN,1109,2022-07-04,2022-12-28,4.39,7.59,5.653300270513976
NORDESTE,SE,732,2022-07-04,2022-12-29,4.58,7.18,5.256718579234973
NORTE,AC,537,2022-07-05,2022-12-21,5.15,7.6,5.949310986964619
NORTE,AM,1373,2022-07-04,2022-12-28,4.39,8.15,5.618120174799709
NORTE,AP,503,2022-07-04,2022-12-28,4.37,6.06,4.845025844930417
NORTE,PA,2189,2022-07-04,2022-12-29,4.33,8.1,5.493484696208314
NORTE,RO,1222,2022-07-04,2022-12-29,4.65,7.87,5.490617021276596
NORTE,RR,366,2022-07-05,2022-12-28,5.25,7.41,5.524234972677595
NORTE,TO,753,2022-07-04,2022-12-27,4.69,8.75,5.610637450199204
SUDESTE,ES,1885,2022-07-01,2022-12-28,4.09,7.39,5.355702387267905
SUDESTE,MG,9411,2022-07-04,2022-12-29,3.49,7.95,5.31803357772819
SUDESTE,RJ,7055,2022-07-01,2022-12-29,4.39,7.99,5.448621261516655
SUDESTE,SP,28050,2022-07-01,2022-12-30,4.09,7.99,5.185755472370766
SUL,PR,5898,2022-07-04,2022-12-29,4.19,7.75,5.371444218379112
SUL,RS,6620,2022-07-04,2022-12-30,4.13,7.69,5.212248036253777
SUL,SC,4195,2022-07-01,2022-12-30,4.39,7.46,5.3479110846245534
CENTRO-OESTE,DF,1283,2023-01-04,2023-06-29,4.49,5.99,5.309345284489478
CENTRO-OESTE,GO,4106,2023-01-02,2023-06-30,4.32,6.59,5.311755966877739
CENTRO-OESTE,MS,1460,2023-01-02,2023-06-30,4.29,6.4,5.2481986301369865
CENTRO-OESTE,MT,1557,2023-01-02,2023-06-29,4.63,6.17,5.2888375080282595
NORDESTE,AL,1284,2023-01-02,2023-06-28,4.09,6.85,5.583247663551402
NORDESTE,BA,4928,2023-01-02,2023-06-30,4.46,7.0,5.624446022727273
NORDESTE,CE,3580,2023-01-02,2023-06-30,4.79,6.39,5.688474860335196
NORDESTE,MA,2235,2023-01-02,2023-06-29,4.35,6.99,5.253413870246085
NORDESTE,PB,1515,2023-01-02,2023-06-28,4.15,5.92,5.1196237623762375
NORDESTE,PE,3947,2023-01-02,2023-06-28,4.13,6.5,5.222574106916645
NORDESTE,PI,1279,2023-01-02,2023-06-29,4.27,6.23,5.4215246286161065
NORDESTE,RN,1262,2023-01-02,2023-06-29,4.76,6.39,5.633946117274168
NORDESTE,SE,930,2023-01-05,2023-06-29,4.78,5.77,5.226150537634409
NORTE,AC,361,2023-01-12,2023-06-28,5.08,6.99,5.8517174515235455
NORTE,AM,1401,2023-01-02,2023-06-29,4.9,7.35,6.101598857958601
NORTE,AP,467,2023-01-03,2023-06-27,4.44,5.89,4.960364025695932
NORTE,PA,2867,2023-01-02,2023-06-29,4.37,6.63,5.42641785838856
NORTE,RO,1491,2023-01-02,2023-06-28,4.77,6.76,5.745955734406438
NORTE,RR,442,2023-01-02,2023-06-28,5.25,6.18,5.804524886877828
NORTE,TO,1177,2023-01-02,2023-06-28,4.72,6.19,5.544324553950722
SUDESTE,ES,2429,2023-01-02,2023-06-29,4.34,6.33,5.453351173322355
SUDESTE,MG,12110,2023-01-02,2023-06-30,4.18,6.36,5.215944673823286
SUDESTE,RJ,8230,2023-01-02,2023-06-30,4.44,6.49,5.422229647630619
SUDESTE,SP,30894,2023-01-02,2023-06-30,4.09,8.19,5.191229688612676
SUL,PR,7089,2023-01-02,2023-06-29,4.49,6.29,5.392649174777825
